NumOfWords,NumOfChar,NumOfPunc,NumOfContPunc,NumOfContUpperCase,Bi-freq,un-freq,tri-freq,Label
12,70,1,0,2,8,5,9,0
9,64,0,0,0,8,5,9,1
9,60,0,0,0,8,5,9,1
12,71,1,0,1,8,5,9,1
13,85,0,0,1,18,10,24,1
7,41,1,0,1,4,3,3,1
15,90,1,0,1,8,5,9,1
8,49,0,0,1,4,3,3,1
7,40,0,0,0,6,4,6,1
13,74,0,0,0,12,7,15,0
15,113,0,0,0,12,7,15,1
13,80,3,0,12,10,6,12,1
7,44,0,0,0,6,4,6,1
8,71,0,0,0,8,5,9,1
9,51,0,0,0,8,5,9,1
13,80,1,0,0,8,5,9,1
10,80,0,0,0,6,4,6,1
10,80,0,0,1,12,7,15,1
15,101,1,0,0,14,8,18,1
10,57,0,0,2,4,3,3,0
25,151,3,0,5,20,11,27,1
11,64,0,0,2,4,3,3,1
10,75,0,0,1,6,4,6,1
16,90,0,0,0,6,4,6,1
8,49,0,0,1,8,5,9,1
9,63,0,0,0,8,5,9,0
3,14,0,0,1,2,2,1,1
43,239,0,0,0,26,14,36,1
11,82,1,0,1,8,5,9,0
8,50,1,0,0,6,4,6,1
11,76,1,1,0,8,5,9,0
11,75,0,0,0,8,5,9,0
9,47,0,0,0,1,1,1,1
14,77,1,0,0,8,5,9,0
10,61,0,0,0,6,4,6,0
9,61,0,0,1,8,5,9,0
25,151,0,0,0,24,13,33,1
8,65,0,0,0,8,5,9,0
16,104,0,0,1,16,9,21,1
12,74,1,0,0,14,8,18,1
9,55,1,0,0,2,2,1,1
3,12,0,0,0,2,2,1,1
10,72,0,0,0,4,3,3,0
7,52,1,0,3,8,5,9,1
6,48,3,0,0,1,1,1,1
1,12,0,0,0,2,2,1,1
11,61,0,0,0,2,2,1,0
14,81,0,0,0,14,8,18,0
11,57,1,0,0,2,2,1,1
11,60,0,0,1,8,5,9,0
21,139,0,0,0,16,9,21,1
10,60,0,0,0,8,5,9,0
10,76,0,0,1,16,9,21,1
9,57,0,0,0,6,4,6,1
6,42,0,0,0,2,2,1,1
8,37,0,0,6,6,4,6,1
12,92,0,0,0,20,11,27,1
6,35,1,0,0,2,2,1,1
13,65,0,0,0,8,5,9,0
9,53,0,0,0,8,5,9,1
14,73,2,0,0,6,4,6,0
7,51,0,1,5,4,3,3,1
6,37,0,0,0,2,2,1,1
7,53,1,0,0,4,3,3,1
18,109,1,0,3,18,10,24,1
4,20,0,0,1,1,1,1,1
12,61,1,0,0,4,3,3,0
12,85,0,0,0,6,4,6,0
3,21,0,0,0,2,2,1,1
9,59,0,0,2,8,5,9,1
6,33,0,0,0,4,3,3,1
15,98,1,0,0,8,5,9,1
4,27,0,0,0,4,3,3,1
8,55,0,0,1,4,3,3,1
6,43,0,0,0,4,3,3,0
14,89,0,0,0,8,5,9,1
11,72,1,1,0,10,6,12,0
8,64,1,0,0,2,2,1,0
11,69,1,0,0,8,5,9,1
16,103,2,0,0,18,10,24,1
11,70,0,0,0,8,5,9,0
12,72,0,0,0,10,6,12,1
15,93,0,0,1,16,9,21,1
7,36,0,0,0,2,2,1,1
6,36,0,0,1,4,3,3,1
8,52,2,0,0,8,5,9,1
9,56,1,0,0,2,2,1,1
6,41,0,0,0,4,3,3,1
17,93,2,0,1,6,4,6,1
7,42,0,0,0,2,2,1,1
10,74,1,0,0,6,4,6,1
12,68,1,0,0,10,6,12,0
8,55,0,0,1,8,5,9,0
8,45,0,0,0,6,4,6,0
12,68,1,0,3,6,4,6,1
9,77,0,0,0,4,3,3,1
10,57,1,0,0,2,2,1,1
10,55,0,0,0,2,2,1,0
2,19,0,0,0,1,1,1,1
12,69,0,0,0,8,5,9,0
17,96,1,0,2,10,6,12,1
9,60,0,0,1,10,6,12,0
8,41,0,0,0,1,1,1,1
11,58,1,0,1,8,5,9,0
12,77,0,0,0,12,7,15,0
6,47,1,0,0,6,4,6,1
10,66,1,0,0,6,4,6,0
10,73,0,0,0,10,6,12,0
12,67,0,0,2,10,6,12,0
10,65,1,0,1,8,5,9,1
9,55,0,0,1,4,3,3,1
12,65,1,0,1,10,6,12,0
15,85,2,0,1,12,7,15,1
9,57,0,0,0,8,5,9,0
13,86,3,1,0,12,7,15,1
11,64,1,1,0,2,2,1,0
7,50,0,0,0,4,3,3,1
12,66,0,0,0,10,6,12,0
12,83,2,0,0,4,3,3,0
14,77,0,0,0,10,6,12,1
11,71,2,0,0,8,5,9,1
6,37,2,0,0,2,2,1,1
11,73,0,0,1,12,7,15,0
15,82,0,0,1,10,6,12,0
11,73,0,0,0,12,7,15,0
11,86,0,0,0,8,5,9,1
12,62,0,0,1,8,5,9,0
5,39,0,0,0,4,3,3,1
14,87,1,0,2,10,6,12,1
6,48,1,0,6,4,3,3,1
10,61,0,0,1,6,4,6,1
17,105,1,0,2,14,8,18,1
13,103,0,0,0,16,9,21,1
19,99,1,0,1,10,6,12,1
7,32,0,0,0,4,3,3,1
14,70,0,0,0,6,4,6,1
18,105,1,0,1,16,9,21,1
16,76,0,0,0,10,6,12,0
9,59,1,0,0,14,8,18,1
8,42,0,0,0,4,3,3,1
11,62,0,0,0,8,5,9,0
11,74,1,0,0,16,9,21,0
14,87,1,0,0,8,5,9,1
14,97,3,0,0,18,10,24,1
15,90,3,0,0,4,3,3,1
9,59,0,0,0,6,4,6,0
1,10,0,0,0,1,1,1,1
13,74,0,0,0,10,6,12,1
7,42,0,0,0,4,3,3,0
8,67,1,1,0,2,2,1,0
16,119,1,0,4,20,11,27,1
15,100,0,0,0,12,7,15,1
18,112,1,0,4,8,5,9,1
12,81,1,0,0,6,4,6,0
9,64,1,0,0,10,6,12,1
7,56,0,0,0,6,4,6,0
9,47,0,0,0,4,3,3,1
10,62,1,0,1,8,5,9,0
9,55,0,0,1,4,3,3,1
10,60,0,0,0,6,4,6,1
10,67,1,0,0,4,3,3,0
7,45,0,0,0,2,2,1,1
9,70,1,0,2,6,4,6,1
8,58,0,0,0,6,4,6,1
6,37,0,0,0,8,5,9,1
10,73,1,0,0,4,3,3,1
10,59,0,0,0,12,7,15,0
11,72,1,0,0,8,5,9,0
9,61,0,0,0,6,4,6,1
14,91,1,0,2,8,5,9,1
6,39,0,0,0,4,3,3,1
5,28,0,0,0,4,3,3,1
8,47,0,0,0,4,3,3,1
12,69,0,0,1,12,7,15,0
10,59,0,0,0,4,3,3,0
10,69,0,0,0,10,6,12,0
13,74,1,0,0,8,5,9,1
10,60,0,0,0,4,3,3,1
13,72,1,0,0,4,3,3,1
4,21,0,0,4,2,2,1,1
25,149,2,0,0,20,11,27,1
9,70,1,0,0,6,4,6,0
13,75,0,0,1,8,5,9,0
15,91,0,0,0,16,9,21,1
16,89,1,0,0,6,4,6,1
15,100,1,0,0,16,9,21,1
7,54,0,0,0,4,3,3,1
10,61,1,0,0,12,7,15,1
13,71,0,0,0,2,2,1,1
15,95,1,1,0,8,5,9,0
8,47,0,0,0,4,3,3,1
7,47,2,0,0,8,5,9,1
6,34,0,0,0,10,6,12,1
8,60,0,0,1,6,4,6,1
5,32,0,0,0,4,3,3,0
12,76,0,0,0,8,5,9,1
12,74,1,0,4,12,7,15,1
13,76,2,0,0,8,5,9,0
10,71,0,0,0,8,5,9,0
10,66,1,0,0,8,5,9,0
10,59,1,0,1,6,4,6,1
11,68,0,0,0,10,6,12,0
11,64,1,0,1,4,3,3,0
13,85,0,0,0,4,3,3,1
11,60,0,0,0,8,5,9,0
11,78,1,0,3,10,6,12,1
17,89,0,0,1,12,7,15,0
10,64,0,0,0,10,6,12,0
12,65,1,0,1,6,4,6,0
13,80,2,0,2,12,7,15,1
7,36,0,0,0,2,2,1,1
8,47,0,0,0,2,2,1,0
8,52,0,0,0,6,4,6,0
9,52,1,0,0,6,4,6,1
7,36,0,0,0,4,3,3,1
17,106,2,0,1,18,10,24,1
15,87,1,0,2,12,7,15,1
14,89,0,0,13,8,5,9,1
12,77,0,0,0,10,6,12,0
17,106,0,0,2,12,7,15,1
10,59,2,0,1,6,4,6,1
17,87,0,0,0,8,5,9,0
11,58,0,0,2,6,4,6,1
12,70,0,0,0,10,6,12,0
15,91,1,0,0,16,9,21,1
8,62,0,0,1,8,5,9,1
9,43,2,0,0,4,3,3,1
14,89,1,0,1,6,4,6,1
9,73,0,0,0,8,5,9,0
12,54,0,0,1,4,3,3,0
4,19,0,0,0,1,1,1,1
13,70,0,0,0,8,5,9,1
11,76,0,0,0,8,5,9,1
13,76,2,0,0,12,7,15,0
9,54,1,0,1,8,5,9,1
11,63,2,0,1,8,5,9,0
11,81,0,0,0,6,4,6,1
13,76,0,0,0,14,8,18,0
12,71,2,0,0,6,4,6,1
9,66,0,0,0,6,4,6,1
15,80,1,0,0,4,3,3,1
10,72,0,0,0,8,5,9,0
19,95,1,1,1,10,6,12,0
7,48,1,0,1,6,4,6,1
8,58,0,0,0,6,4,6,1
8,64,2,0,0,10,6,12,0
16,89,0,0,0,12,7,15,0
8,46,0,0,0,4,3,3,1
10,57,0,0,0,4,3,3,0
10,50,0,0,0,4,3,3,1
9,55,0,0,0,6,4,6,0
10,63,0,0,0,16,9,21,0
7,44,0,0,7,2,2,1,1
14,75,0,0,0,14,8,18,1
12,71,1,0,2,10,6,12,0
11,59,0,0,0,12,7,15,0
9,55,0,0,1,6,4,6,0
10,55,0,0,0,4,3,3,1
9,68,0,0,0,8,5,9,0
16,88,2,0,0,12,7,15,0
8,65,0,0,0,4,3,3,0
9,65,1,0,1,8,5,9,1
8,70,0,0,0,6,4,6,1
14,82,1,0,1,12,7,15,0
14,76,1,0,0,8,5,9,1
9,48,0,0,1,4,3,3,0
7,49,0,0,0,2,2,1,1
11,74,1,0,0,6,4,6,0
8,45,0,0,0,2,2,1,0
14,96,0,0,0,10,6,12,0
13,75,0,0,0,6,4,6,1
11,57,0,0,0,2,2,1,0
11,77,0,0,0,8,5,9,1
8,41,0,0,1,12,7,15,1
12,86,0,0,0,14,8,18,0
17,130,2,0,0,22,12,30,1
8,58,2,0,1,10,6,12,1
7,35,0,0,0,2,2,1,1
15,89,1,0,1,8,5,9,1
3,21,0,0,0,4,3,3,1
11,63,0,0,0,10,6,12,0
8,46,3,0,0,2,2,1,1
12,56,0,2,0,4,3,3,1
10,68,4,1,0,4,3,3,1
10,61,0,0,0,8,5,9,0
7,40,0,0,0,2,2,1,1
8,45,0,0,2,4,3,3,1
6,28,0,0,0,2,2,1,1
8,64,1,0,0,6,4,6,1
7,37,0,0,1,4,3,3,1
8,53,1,0,0,4,3,3,1
5,34,0,0,1,2,2,1,1
8,56,0,0,0,2,2,1,0
11,70,0,0,0,2,2,1,1
8,46,1,0,1,6,4,6,1
11,58,0,0,0,8,5,9,1
13,81,1,0,1,8,5,9,1
11,70,1,0,0,14,8,18,1
6,30,1,0,0,2,2,1,1
18,103,0,0,1,10,6,12,1
12,74,1,0,0,8,5,9,0
11,69,0,0,0,12,7,15,1
2,13,0,0,0,1,1,1,1
12,78,1,0,0,8,5,9,1
17,93,0,0,1,10,6,12,1
11,61,1,0,0,1,1,1,0
21,127,3,2,5,12,7,15,1
14,101,0,0,0,16,9,21,1
9,69,1,0,1,10,6,12,1
12,79,1,0,0,14,8,18,1
13,70,0,0,1,14,8,18,0
22,146,3,0,1,18,10,24,1
13,66,5,1,0,8,5,9,1
11,61,1,0,0,10,6,12,0
4,30,0,0,0,2,2,1,1
11,79,1,0,0,8,5,9,1
14,67,2,0,0,8,5,9,0
18,95,0,0,0,10,6,12,1
13,73,1,0,0,6,4,6,1
14,88,1,0,0,10,6,12,1
11,72,1,0,1,12,7,15,1
14,71,1,1,0,8,5,9,0
8,59,1,0,0,6,4,6,1
8,48,1,0,0,4,3,3,1
11,61,0,0,0,8,5,9,0
30,169,0,0,1,12,7,15,1
16,74,0,0,0,10,6,12,0
12,64,0,0,1,6,4,6,1
10,58,0,0,0,8,5,9,0
10,70,1,0,1,8,5,9,1
11,71,1,0,0,6,4,6,0
14,80,0,0,2,6,4,6,1
10,62,0,0,0,4,3,3,1
15,84,1,0,0,8,5,9,1
11,72,1,0,1,8,5,9,1
9,63,2,0,0,10,6,12,1
14,74,1,0,2,10,6,12,0
11,75,0,0,0,4,3,3,0
17,95,1,0,0,4,3,3,1
14,78,2,0,1,10,6,12,0
15,85,1,0,0,8,5,9,1
8,50,1,0,0,10,6,12,1
12,72,0,0,1,6,4,6,0
6,50,0,0,0,2,2,1,1
8,56,0,0,0,8,5,9,0
23,140,2,0,1,16,9,21,1
6,43,2,0,0,4,3,3,1
3,21,0,0,0,2,2,1,1
14,83,2,0,1,8,5,9,1
14,75,0,0,0,14,8,18,0
11,62,0,0,0,8,5,9,0
15,93,0,0,0,6,4,6,1
12,76,1,0,0,16,9,21,1
11,75,0,0,11,6,4,6,1
12,62,2,0,0,10,6,12,1
15,96,1,0,1,14,8,18,1
23,134,0,0,0,18,10,24,1
19,103,0,0,0,16,9,21,1
12,65,0,0,2,8,5,9,1
21,108,0,0,0,4,3,3,1
15,91,0,0,0,8,5,9,0
10,67,0,0,1,6,4,6,1
14,90,0,0,1,10,6,12,1
15,99,3,1,0,10,6,12,1
16,103,0,0,0,2,2,1,1
16,76,1,0,2,14,8,18,0
13,79,1,0,0,10,6,12,0
10,62,0,0,0,4,3,3,0
8,49,0,0,0,4,3,3,1
9,64,0,0,0,4,3,3,0
10,83,1,0,0,14,8,18,1
14,86,0,0,1,16,9,21,1
12,67,1,0,1,4,3,3,0
12,87,1,0,3,10,6,12,1
8,51,0,0,0,4,3,3,1
11,78,2,0,0,8,5,9,1
12,74,1,0,0,10,6,12,0
8,54,0,0,0,8,5,9,1
8,60,0,0,0,6,4,6,0
8,68,1,0,0,6,4,6,0
11,79,0,0,0,10,6,12,0
8,67,1,0,1,6,4,6,1
6,53,0,0,0,4,3,3,1
16,92,0,0,0,10,6,12,1
8,46,0,0,0,8,5,9,1
16,91,1,0,0,6,4,6,1
7,49,1,0,1,6,4,6,1
5,25,2,0,0,4,3,3,1
9,58,0,0,1,8,5,9,0
10,64,3,0,5,10,6,12,1
11,67,0,0,0,8,5,9,0
12,69,3,0,1,6,4,6,1
4,21,0,0,0,2,2,1,1
8,40,1,0,1,4,3,3,1
8,48,0,0,1,2,2,1,1
13,76,0,0,0,6,4,6,0
10,67,0,0,0,12,7,15,1
8,62,0,0,0,8,5,9,1
13,72,1,0,1,6,4,6,0
13,76,2,0,0,16,9,21,1
10,70,0,0,1,4,3,3,1
11,60,1,0,0,8,5,9,1
9,63,0,0,1,6,4,6,0
6,43,1,0,1,6,4,6,0
10,75,0,0,0,6,4,6,0
14,83,1,0,0,10,6,12,1
12,68,0,0,0,10,6,12,0
15,96,1,0,0,14,8,18,1
7,35,0,0,1,6,4,6,1
11,69,0,0,1,6,4,6,0
10,71,1,0,0,6,4,6,0
7,50,0,0,0,2,2,1,1
10,69,0,0,0,10,6,12,0
10,64,0,0,1,10,6,12,0
12,84,1,0,0,10,6,12,1
12,71,2,0,0,6,4,6,0
15,82,0,0,0,6,4,6,1
13,84,1,0,0,12,7,15,1
5,40,0,0,0,2,2,1,0
12,71,1,1,1,6,4,6,0
13,70,0,0,1,10,6,12,0
5,26,0,0,0,2,2,1,1
15,84,1,0,0,10,6,12,1
8,49,0,0,0,6,4,6,1
12,77,0,0,1,10,6,12,1
10,62,0,0,0,10,6,12,0
17,106,0,0,0,10,6,12,1
14,66,0,0,0,6,4,6,1
12,79,0,0,0,8,5,9,1
6,30,0,0,0,4,3,3,1
10,55,0,0,3,10,6,12,0
6,34,1,0,4,2,2,1,1
7,57,0,0,0,6,4,6,0
17,110,3,0,0,16,9,21,1
10,52,0,0,0,4,3,3,0
10,63,0,0,0,6,4,6,1
13,79,0,0,0,10,6,12,0
15,94,1,0,1,12,7,15,1
9,61,0,0,0,6,4,6,1
12,67,1,0,2,10,6,12,0
14,86,2,0,0,6,4,6,1
9,53,0,0,0,6,4,6,0
13,70,1,0,1,10,6,12,1
8,61,0,0,1,4,3,3,1
12,57,1,0,0,6,4,6,0
12,70,1,0,1,2,2,1,0
11,83,1,0,11,8,5,9,1
12,70,0,0,0,8,5,9,0
8,37,0,0,1,4,3,3,1
12,68,2,0,0,4,3,3,0
11,62,0,0,0,10,6,12,0
9,71,1,0,3,8,5,9,1
16,91,2,0,1,18,10,24,1
13,93,0,0,2,8,5,9,1
10,73,0,0,1,10,6,12,1
13,74,1,0,1,10,6,12,0
12,76,2,0,0,8,5,9,1
11,64,0,0,0,10,6,12,0
11,77,1,0,0,12,7,15,1
9,55,0,0,1,8,5,9,1
9,60,1,0,0,8,5,9,1
3,19,0,0,0,6,4,6,1
17,102,3,0,1,20,11,27,1
10,75,0,0,0,10,6,12,1
9,69,1,0,0,6,4,6,1
12,69,1,0,2,8,5,9,0
12,66,1,1,0,6,4,6,1
30,213,4,0,0,44,23,63,1
13,98,1,0,1,20,11,27,1
11,84,1,0,1,8,5,9,1
7,50,0,0,0,2,2,1,1
5,34,0,0,0,2,2,1,1
12,62,1,0,0,8,5,9,0
8,48,1,0,1,4,3,3,1
9,62,0,0,0,4,3,3,1
10,71,1,0,2,12,7,15,1
12,75,1,0,1,8,5,9,0
22,130,3,0,0,18,10,24,1
18,92,1,0,3,14,8,18,1
6,43,0,0,0,8,5,9,1
9,80,0,0,0,8,5,9,0
9,59,1,0,0,10,6,12,1
8,64,1,0,2,4,3,3,1
8,42,0,0,0,4,3,3,0
23,141,3,0,1,16,9,21,1
9,49,0,0,0,2,2,1,1
12,61,0,0,0,2,2,1,0
12,57,0,0,0,2,2,1,1
8,58,0,0,0,10,6,12,0
8,47,0,0,0,6,4,6,1
11,69,0,0,0,6,4,6,0
11,70,3,0,0,4,3,3,0
7,48,0,0,7,6,4,6,1
7,43,1,0,0,4,3,3,1
9,45,1,0,0,2,2,1,0
9,66,0,0,1,6,4,6,0
15,71,0,0,1,2,2,1,0
10,64,0,0,0,12,7,15,0
8,65,4,0,0,10,6,12,1
12,83,2,0,1,10,6,12,1
10,72,0,0,1,6,4,6,0
9,66,0,0,1,6,4,6,1
9,60,0,0,0,8,5,9,1
17,99,0,0,0,14,8,18,1
6,39,0,0,0,4,3,3,0
12,75,1,0,0,6,4,6,0
13,74,1,0,0,12,7,15,0
8,52,0,0,0,4,3,3,0
11,65,0,0,1,10,6,12,0
8,65,1,0,0,6,4,6,0
5,34,0,0,0,4,3,3,1
15,90,6,0,0,12,7,15,1
15,101,2,0,0,10,6,12,1
11,54,0,0,0,10,6,12,1
9,60,0,0,0,6,4,6,0
16,94,1,0,1,8,5,9,1
12,74,2,0,0,8,5,9,1
7,43,0,0,0,4,3,3,1
15,92,0,0,1,8,5,9,1
11,57,0,0,0,10,6,12,0
11,66,0,0,0,10,6,12,0
8,53,1,0,0,4,3,3,1
12,69,0,0,1,8,5,9,0
11,57,1,0,0,2,2,1,1
14,70,1,0,1,8,5,9,0
7,52,1,0,0,10,6,12,1
9,60,1,0,0,10,6,12,1
7,42,0,0,0,2,2,1,1
10,66,1,0,0,8,5,9,1
4,22,0,0,0,2,2,1,1
8,43,1,0,0,4,3,3,1
10,68,0,0,1,6,4,6,0
10,61,0,0,0,4,3,3,1
9,63,0,0,0,6,4,6,0
8,47,1,0,0,6,4,6,0
12,91,0,0,0,12,7,15,1
9,54,0,0,0,6,4,6,0
10,59,0,0,1,4,3,3,0
15,65,0,0,1,4,3,3,0
10,67,0,0,0,8,5,9,0
9,75,0,0,0,10,6,12,1
17,112,4,0,16,16,9,21,1
7,51,0,0,0,4,3,3,1
10,65,0,0,0,6,4,6,1
9,63,0,0,1,2,2,1,1
12,80,0,0,1,6,4,6,0
16,86,1,0,0,8,5,9,1
16,97,1,0,0,12,7,15,1
14,98,1,0,0,8,5,9,1
13,66,2,0,0,8,5,9,1
13,100,0,0,0,16,9,21,1
10,73,0,0,0,6,4,6,1
11,78,0,0,0,10,6,12,1
14,93,1,0,3,12,7,15,1
12,67,0,0,0,6,4,6,0
14,90,1,1,0,8,5,9,0
11,74,0,0,0,6,4,6,0
9,67,0,0,0,8,5,9,0
10,61,0,0,0,8,5,9,1
10,63,0,0,0,8,5,9,1
13,96,0,0,0,10,6,12,1
11,66,0,0,0,6,4,6,1
13,80,2,0,0,4,3,3,1
16,103,1,0,1,12,7,15,1
13,70,3,0,0,6,4,6,0
9,66,0,0,0,10,6,12,0
3,23,0,0,0,2,2,1,1
15,90,0,0,0,4,3,3,1
3,23,0,0,0,1,1,1,0
14,88,2,0,0,10,6,12,0
8,55,0,0,1,6,4,6,0
12,58,0,0,0,6,4,6,0
17,88,0,0,0,10,6,12,1
10,72,0,0,1,4,3,3,0
8,46,0,0,0,2,2,1,1
14,78,0,0,0,10,6,12,0
12,75,1,0,1,10,6,12,0
10,52,0,0,0,2,2,1,0
9,77,0,0,0,8,5,9,0
11,70,1,0,1,6,4,6,0
10,59,1,0,1,4,3,3,1
13,75,0,0,0,6,4,6,1
10,70,2,0,0,6,4,6,0
13,76,0,0,0,6,4,6,0
10,63,0,0,0,8,5,9,1
9,54,0,0,0,2,2,1,1
12,82,0,0,1,6,4,6,1
8,63,1,0,1,6,4,6,0
11,69,2,0,1,6,4,6,1
11,63,1,0,0,4,3,3,1
8,52,0,0,0,2,2,1,1
11,78,0,0,0,8,5,9,1
11,65,2,0,2,4,3,3,0
9,55,0,0,1,12,7,15,0
10,54,6,2,3,4,3,3,1
16,95,0,0,3,8,5,9,1
12,72,0,0,0,6,4,6,1
7,39,0,0,0,2,2,1,1
11,68,0,0,0,12,7,15,0
5,43,0,0,0,2,2,1,1
10,60,0,0,0,14,8,18,0
10,69,0,0,0,4,3,3,0
12,70,1,0,0,8,5,9,1
11,75,0,0,0,12,7,15,0
9,61,1,0,0,4,3,3,0
10,60,0,0,1,2,2,1,0
10,50,0,0,1,4,3,3,1
10,68,0,0,0,10,6,12,1
4,29,0,0,0,6,4,6,1
16,92,2,0,1,24,13,33,1
12,68,0,0,0,4,3,3,1
13,96,1,0,0,10,6,12,1
12,74,0,0,0,8,5,9,0
15,70,0,0,1,6,4,6,0
13,70,1,0,0,10,6,12,1
11,65,0,0,2,4,3,3,1
8,63,0,0,0,8,5,9,0
11,70,0,0,0,4,3,3,0
14,79,0,0,0,8,5,9,0
11,68,0,0,0,8,5,9,1
14,72,0,0,1,8,5,9,1
13,76,2,0,1,12,7,15,0
9,53,0,0,0,2,2,1,1
11,81,0,0,1,10,6,12,0
11,67,1,0,0,4,3,3,0
13,75,0,0,0,10,6,12,1
14,100,1,0,0,10,6,12,1
12,95,0,0,0,10,6,12,1
7,48,1,0,0,6,4,6,1
10,63,0,0,1,2,2,1,0
11,76,1,0,0,6,4,6,1
9,66,0,0,0,8,5,9,0
8,59,0,0,0,4,3,3,0
20,99,1,0,1,14,8,18,1
11,69,1,0,0,10,6,12,0
13,79,0,0,0,16,9,21,0
9,50,0,0,0,8,5,9,1
6,46,1,0,0,2,2,1,1
9,68,0,0,0,8,5,9,0
8,52,2,0,0,6,4,6,1
11,73,0,0,1,12,7,15,1
14,91,3,0,3,10,6,12,1
12,73,0,0,0,8,5,9,0
14,77,2,0,0,6,4,6,1
11,69,1,0,0,6,4,6,0
14,93,1,0,0,8,5,9,0
5,40,0,0,0,2,2,1,1
13,73,1,0,0,8,5,9,1
13,76,1,0,1,8,5,9,0
9,52,0,0,0,6,4,6,0
17,107,3,0,0,14,8,18,1
12,71,0,0,0,8,5,9,1
13,77,0,0,1,6,4,6,0
12,64,1,0,0,4,3,3,1
7,47,1,0,0,8,5,9,1
11,68,1,1,0,10,6,12,0
10,66,0,0,1,6,4,6,1
11,56,0,0,0,8,5,9,1
9,65,1,0,0,10,6,12,0
11,72,1,0,0,10,6,12,0
10,71,1,0,0,6,4,6,1
9,58,2,0,1,6,4,6,1
4,29,1,0,1,2,2,1,1
13,78,2,0,0,10,6,12,0
12,68,0,0,0,2,2,1,0
14,77,0,1,0,8,5,9,1
4,31,0,0,0,6,4,6,1
12,80,0,0,0,6,4,6,0
10,75,1,0,0,8,5,9,0
9,49,0,0,0,4,3,3,1
10,65,0,0,0,12,7,15,0
12,88,0,0,0,10,6,12,0
10,57,0,0,3,4,3,3,1
11,68,0,0,0,8,5,9,0
12,72,0,0,2,6,4,6,1
5,45,1,0,0,2,2,1,1
9,51,0,0,0,4,3,3,0
6,33,0,0,0,2,2,1,0
13,77,1,0,0,8,5,9,1
16,95,1,0,0,12,7,15,0
14,83,1,0,0,8,5,9,0
10,62,0,0,0,4,3,3,0
14,71,0,1,1,6,4,6,1
8,53,0,0,0,12,7,15,1
9,56,1,0,0,14,8,18,1
15,92,0,0,0,16,9,21,1
18,123,1,0,0,14,8,18,1
23,134,2,0,0,16,9,21,1
9,59,0,0,0,8,5,9,1
14,79,1,0,0,8,5,9,0
10,67,0,0,0,4,3,3,0
11,66,1,0,0,10,6,12,1
5,29,0,0,0,4,3,3,1
12,73,0,0,0,12,7,15,0
9,64,0,0,0,6,4,6,0
15,96,1,0,0,10,6,12,1
12,77,0,0,0,10,6,12,0
9,64,1,0,2,6,4,6,1
6,36,0,0,1,2,2,1,1
8,48,0,0,0,6,4,6,0
14,77,0,0,0,12,7,15,0
16,76,1,0,0,6,4,6,0
11,67,1,0,0,8,5,9,0
12,70,1,0,0,10,6,12,0
15,89,1,0,0,6,4,6,1
16,105,1,0,1,12,7,15,1
13,70,0,0,1,12,7,15,0
5,37,0,0,0,4,3,3,1
6,35,1,0,1,4,3,3,1
13,85,1,0,0,14,8,18,1
17,109,1,0,0,12,7,15,1
8,50,0,0,1,2,2,1,1
14,75,1,0,1,22,12,30,1
11,73,0,0,1,10,6,12,0
11,58,1,0,1,6,4,6,1
14,72,0,0,3,6,4,6,1
11,47,0,0,0,2,2,1,1
12,70,1,0,0,8,5,9,1
10,68,0,0,0,4,3,3,1
14,70,1,0,0,6,4,6,0
15,84,0,0,1,6,4,6,0
13,90,0,0,0,14,8,18,1
9,51,1,0,0,6,4,6,1
22,121,2,0,1,14,8,18,1
15,90,0,0,0,10,6,12,1
13,81,1,0,0,6,4,6,0
10,68,2,0,0,2,2,1,0
10,51,0,0,2,16,9,21,1
11,72,3,1,0,14,8,18,1
10,52,0,0,0,2,2,1,0
7,42,0,0,0,8,5,9,1
9,59,0,0,0,6,4,6,0
9,62,1,1,0,14,8,18,0
3,27,1,0,0,6,4,6,1
10,62,0,0,0,8,5,9,0
14,83,1,0,3,12,7,15,1
5,29,0,0,0,6,4,6,1
12,66,0,0,0,8,5,9,0
11,63,0,0,1,8,5,9,1
9,73,0,0,1,6,4,6,0
9,69,1,1,0,6,4,6,0
10,60,0,0,0,4,3,3,0
9,52,0,0,0,4,3,3,1
8,45,0,0,0,6,4,6,0
31,188,0,0,0,20,11,27,1
8,65,0,0,0,6,4,6,0
12,69,0,0,0,8,5,9,0
10,62,0,0,1,10,6,12,1
15,78,0,0,1,8,5,9,0
17,92,2,0,0,10,6,12,1
13,95,1,0,0,14,8,18,1
13,69,1,0,0,6,4,6,0
10,66,1,0,2,4,3,3,1
10,60,0,0,0,2,2,1,1
15,86,2,0,0,12,7,15,1
10,65,0,0,0,6,4,6,1
11,74,0,0,1,6,4,6,0
11,62,1,0,0,6,4,6,1
15,81,1,0,0,12,7,15,1
14,85,0,0,0,12,7,15,1
13,103,0,0,0,16,9,21,1
15,84,0,0,1,10,6,12,0
6,31,0,0,0,1,1,1,1
17,94,0,0,0,8,5,9,1
10,69,1,0,0,8,5,9,0
13,95,1,0,0,6,4,6,0
7,50,0,0,0,8,5,9,1
11,65,0,0,0,6,4,6,0
15,100,1,0,0,10,6,12,1
5,37,1,0,0,8,5,9,1
13,82,0,0,0,12,7,15,0
23,130,2,0,0,20,11,27,1
16,100,1,0,0,8,5,9,1
11,53,0,0,0,8,5,9,1
