NumOfWords,NumOfChar,NumOfPunc,NumOfContPunc,NumOfContUpperCase,Bi-freq,un-freq,tri-freq,Label
10,62,0,0,1,6,4,6,0
8,51,0,0,1,2,2,1,1
11,67,1,0,0,10,6,12,0
9,56,0,0,1,4,3,3,0
10,62,0,0,0,6,4,6,0
11,67,0,0,0,8,5,9,0
11,67,0,0,0,6,4,6,1
11,71,0,0,0,10,6,12,1
8,61,1,0,1,10,6,12,1
11,68,0,0,0,10,6,12,0
7,46,0,0,0,6,4,6,1
8,45,1,0,0,4,3,3,1
6,49,1,0,1,10,6,12,1
21,114,1,0,1,12,7,15,1
2,13,0,0,2,1,1,1,1
10,63,0,0,1,8,5,9,1
12,74,0,0,0,12,7,15,1
7,44,0,0,0,2,2,1,0
10,72,0,0,2,8,5,9,1
10,68,1,0,0,6,4,6,0
9,53,0,0,0,6,4,6,1
13,72,0,0,0,2,2,1,0
15,95,1,0,0,16,9,21,1
10,61,0,0,0,10,6,12,0
11,62,0,0,0,8,5,9,0
11,74,0,0,10,6,4,6,1
14,83,0,0,0,10,6,12,1
14,78,1,0,0,6,4,6,0
11,73,0,0,1,10,6,12,0
10,67,2,1,0,6,4,6,1
11,52,2,0,0,2,2,1,1
10,57,0,0,0,8,5,9,0
11,68,0,0,0,12,7,15,0
12,82,0,0,0,8,5,9,0
14,97,1,0,0,14,8,18,1
13,82,0,0,0,6,4,6,1
18,101,2,0,0,14,8,18,1
13,69,1,0,0,6,4,6,1
14,78,1,0,0,8,5,9,1
17,85,0,0,0,6,4,6,1
10,81,1,0,0,8,5,9,0
20,110,1,0,1,16,9,21,1
10,69,0,0,1,10,6,12,1
11,68,0,0,0,10,6,12,0
12,71,0,0,0,8,5,9,1
8,35,0,0,0,2,2,1,1
18,118,2,0,0,20,11,27,1
13,69,0,0,0,10,6,12,0
10,79,0,0,1,16,9,21,1
14,95,0,0,0,12,7,15,1
13,72,0,0,2,6,4,6,0
9,54,1,0,0,2,2,1,1
11,68,0,0,0,8,5,9,0
17,119,3,0,1,10,6,12,1
19,95,0,0,2,14,8,18,1
13,77,0,0,2,6,4,6,1
11,84,2,0,1,8,5,9,1
8,46,1,0,1,4,3,3,1
10,71,1,0,0,8,5,9,0
7,56,2,0,0,4,3,3,1
10,64,0,0,0,4,3,3,1
12,87,2,0,0,6,4,6,1
6,37,1,0,3,6,4,6,1
13,69,2,0,0,10,6,12,1
9,51,0,0,0,10,6,12,1
5,29,0,0,0,1,1,1,1
7,45,0,0,0,6,4,6,0
26,157,1,0,2,20,11,27,1
12,66,1,0,0,10,6,12,0
13,79,1,0,1,14,8,18,0
8,52,0,0,0,6,4,6,0
19,101,2,0,1,10,6,12,1
10,70,0,0,0,6,4,6,0
7,40,0,0,0,1,1,1,1
12,77,2,0,1,8,5,9,1
11,61,0,0,1,4,3,3,0
12,70,0,0,0,14,8,18,0
8,42,0,0,0,4,3,3,1
9,51,0,0,0,6,4,6,0
14,80,2,0,0,12,7,15,0
11,61,1,0,0,8,5,9,1
7,55,0,0,0,8,5,9,1
12,86,1,0,2,16,9,21,1
12,79,0,0,0,10,6,12,0
12,83,0,0,0,6,4,6,1
5,31,0,0,0,6,4,6,1
6,46,0,0,0,4,3,3,1
10,66,0,0,0,10,6,12,0
14,89,1,0,0,14,8,18,1
7,60,0,0,0,6,4,6,1
14,97,1,0,0,12,7,15,1
13,73,3,0,1,4,3,3,0
9,61,0,0,0,8,5,9,0
5,36,0,0,0,2,2,1,1
10,68,0,0,0,8,5,9,0
7,40,2,1,3,4,3,3,1
8,52,0,0,0,4,3,3,1
5,35,0,0,0,2,2,1,1
9,67,1,0,0,10,6,12,0
11,65,0,0,2,12,7,15,0
13,72,0,0,0,10,6,12,0
9,55,0,0,0,4,3,3,1
8,69,0,0,1,4,3,3,1
6,41,0,0,0,8,5,9,1
8,71,0,0,0,4,3,3,0
10,60,0,0,1,6,4,6,0
9,50,0,0,1,8,5,9,0
11,65,1,0,0,8,5,9,1
10,71,0,0,0,6,4,6,0
9,71,1,0,0,8,5,9,1
11,72,1,0,0,8,5,9,1
6,37,0,0,1,2,2,1,0
25,115,3,0,0,8,5,9,0
18,106,0,0,4,16,9,21,1
3,17,0,0,0,4,3,3,1
9,50,0,0,0,8,5,9,1
21,127,0,0,0,18,10,24,1
13,66,0,0,0,6,4,6,0
14,92,4,1,1,14,8,18,1
14,90,0,0,0,6,4,6,1
9,72,0,0,0,6,4,6,0
9,63,0,0,0,6,4,6,0
13,71,0,0,0,2,2,1,1
14,79,1,0,0,10,6,12,1
10,67,0,0,0,8,5,9,0
11,53,1,0,0,10,6,12,1
20,127,3,1,1,12,7,15,1
10,55,1,0,0,6,4,6,0
4,26,0,0,0,4,3,3,1
15,90,1,0,1,10,6,12,1
9,68,1,0,0,8,5,9,0
9,66,0,0,0,10,6,12,1
3,20,0,0,0,1,1,1,0
13,82,0,0,0,12,7,15,1
12,79,1,0,0,14,8,18,1
11,70,0,0,0,8,5,9,0
9,69,1,0,1,10,6,12,1
11,73,0,1,0,8,5,9,0
4,27,0,0,1,2,2,1,1
12,77,0,0,0,6,4,6,0
8,54,0,0,0,12,7,15,1
13,74,1,0,0,6,4,6,0
3,10,0,0,0,2,2,1,1
6,27,3,1,0,1,1,1,1
14,82,2,0,2,6,4,6,1
12,72,0,0,2,14,8,18,1
5,50,0,1,0,4,3,3,1
8,60,0,0,0,10,6,12,1
11,65,1,0,0,10,6,12,0
12,82,4,0,1,10,6,12,1
10,65,0,0,0,10,6,12,0
13,74,1,0,1,6,4,6,1
9,64,0,0,1,8,5,9,0
12,81,1,1,0,6,4,6,0
3,24,0,0,0,2,2,1,1
10,72,1,0,0,8,5,9,0
8,51,1,0,0,8,5,9,1
8,52,1,0,0,8,5,9,0
10,72,1,0,1,10,6,12,0
14,102,1,0,0,20,11,27,1
20,123,1,0,0,14,8,18,1
8,41,0,0,1,4,3,3,1
9,71,4,2,1,6,4,6,1
7,52,1,0,1,4,3,3,1
6,29,0,0,1,4,3,3,1
11,64,0,0,1,6,4,6,0
8,35,0,0,0,1,1,1,1
19,100,3,1,10,16,9,21,1
8,48,0,0,0,8,5,9,0
11,69,0,0,0,4,3,3,1
5,29,0,0,0,4,3,3,1
11,85,1,0,0,8,5,9,1
11,70,0,0,0,10,6,12,0
2,13,0,0,0,1,1,1,1
12,66,0,0,0,12,7,15,0
12,82,1,0,0,10,6,12,1
12,61,3,0,0,14,8,18,1
15,72,0,0,1,8,5,9,0
13,85,0,0,1,8,5,9,0
10,64,1,0,2,6,4,6,0
8,47,3,1,1,4,3,3,1
10,63,1,0,0,6,4,6,0
11,65,1,0,0,10,6,12,0
9,60,0,0,0,8,5,9,1
10,68,2,0,0,8,5,9,0
10,68,1,0,0,6,4,6,0
10,61,0,0,1,4,3,3,1
9,61,0,0,1,2,2,1,1
10,67,1,0,0,6,4,6,0
11,74,0,0,0,14,8,18,1
6,42,1,0,0,4,3,3,0
14,91,0,0,1,12,7,15,1
14,79,0,0,0,8,5,9,1
10,64,1,0,0,8,5,9,1
5,26,0,0,0,1,1,1,1
11,61,1,0,0,12,7,15,0
17,91,0,0,0,14,8,18,1
11,67,1,0,5,12,7,15,1
11,76,0,0,0,6,4,6,0
19,121,1,0,4,12,7,15,1
11,72,0,0,1,8,5,9,0
5,31,0,0,0,4,3,3,1
9,61,1,0,0,8,5,9,1
14,79,0,0,0,8,5,9,0
6,31,0,0,0,2,2,1,1
4,23,0,0,0,2,2,1,1
6,37,0,0,0,1,1,1,1
21,100,0,0,0,4,3,3,1
12,69,0,0,1,8,5,9,0
12,56,0,0,0,4,3,3,0
8,41,0,0,0,8,5,9,1
9,62,2,0,0,6,4,6,1
12,62,2,0,0,6,4,6,1
15,85,0,0,0,12,7,15,1
9,58,0,0,0,6,4,6,0
10,64,0,0,0,10,6,12,0
10,62,0,0,0,8,5,9,0
12,70,0,0,1,8,5,9,0
10,77,1,0,3,12,7,15,1
10,62,2,0,0,6,4,6,1
11,69,0,0,0,8,5,9,0
12,70,1,0,0,8,5,9,1
6,42,0,0,0,6,4,6,0
9,72,0,0,1,8,5,9,0
8,49,0,0,0,6,4,6,1
5,43,0,0,0,4,3,3,1
10,64,1,0,0,12,7,15,0
13,94,0,0,0,16,9,21,1
5,34,1,0,0,1,1,1,1
9,57,1,0,1,12,7,15,1
6,39,0,0,1,2,2,1,1
9,69,4,0,1,8,5,9,1
11,47,0,0,0,1,1,1,1
7,47,0,0,0,8,5,9,0
11,70,0,0,0,8,5,9,1
12,84,0,0,7,12,7,15,1
13,84,0,0,0,10,6,12,1
14,80,1,0,1,14,8,18,1
11,70,0,0,0,6,4,6,0
8,43,1,0,0,4,3,3,1
11,57,0,0,0,2,2,1,1
14,81,1,0,0,8,5,9,0
16,94,1,0,0,12,7,15,1
6,45,0,0,0,10,6,12,1
9,57,0,0,0,4,3,3,0
13,80,2,0,1,10,6,12,0
10,61,0,0,0,4,3,3,1
9,57,1,0,0,10,6,12,1
6,47,1,0,1,10,6,12,1
7,40,0,0,0,12,7,15,1
20,115,0,0,0,20,11,27,1
9,52,0,0,0,6,4,6,0
11,69,0,0,0,6,4,6,0
12,72,0,0,0,4,3,3,1
11,52,1,0,0,6,4,6,1
10,69,0,0,0,10,6,12,0
15,96,0,0,1,16,9,21,1
8,49,1,0,0,6,4,6,1
11,76,0,0,0,8,5,9,0
11,64,0,0,0,10,6,12,0
10,63,0,0,1,8,5,9,1
11,72,2,0,1,12,7,15,1
14,82,0,0,5,18,10,24,1
6,47,0,0,0,6,4,6,1
8,42,1,0,1,8,5,9,1
9,54,0,0,0,4,3,3,1
18,90,0,0,0,12,7,15,1
9,59,0,0,0,2,2,1,1
8,60,0,0,1,8,5,9,0
10,55,0,0,0,10,6,12,0
9,61,0,0,0,8,5,9,1
11,68,1,0,0,10,6,12,0
5,34,0,0,5,10,6,12,1
10,66,0,0,0,10,6,12,0
11,61,0,0,0,8,5,9,0
11,66,0,0,2,6,4,6,0
12,67,1,0,0,6,4,6,1
3,22,0,0,0,2,2,1,0
16,85,1,1,0,14,8,18,0
11,76,1,0,0,14,8,18,0
7,32,0,0,0,2,2,1,1
4,23,0,0,0,2,2,1,1
11,83,0,0,0,8,5,9,0
11,73,0,0,1,10,6,12,0
11,74,1,0,1,10,6,12,1
10,74,0,0,0,4,3,3,1
15,94,0,0,0,4,3,3,1
18,93,2,0,0,8,5,9,1
23,130,2,0,0,22,12,30,1
8,47,0,0,1,4,3,3,0
16,100,1,0,0,12,7,15,1
8,78,0,0,0,4,3,3,1
10,60,0,0,0,6,4,6,0
11,72,0,0,0,8,5,9,0
11,70,1,0,0,20,11,27,1
10,69,0,0,0,8,5,9,0
14,83,3,1,0,14,8,18,0
5,43,0,0,0,6,4,6,1
5,25,0,0,0,1,1,1,1
8,50,1,0,0,10,6,12,1
12,62,1,0,3,6,4,6,0
10,52,0,0,0,6,4,6,1
13,80,1,0,0,4,3,3,0
10,55,1,0,2,6,4,6,0
16,93,0,0,0,14,8,18,1
8,41,0,0,0,6,4,6,1
12,72,1,0,0,8,5,9,1
13,77,1,0,0,10,6,12,0
12,84,1,0,0,6,4,6,1
8,39,0,0,1,8,5,9,1
7,53,0,0,0,2,2,1,0
12,80,1,0,0,6,4,6,1
21,143,1,0,4,16,9,21,1
13,65,0,0,0,8,5,9,1
8,61,0,0,0,8,5,9,1
12,82,1,0,0,8,5,9,0
13,77,0,0,1,10,6,12,1
9,47,0,0,0,4,3,3,1
3,11,0,0,0,1,1,1,1
8,64,1,0,0,4,3,3,1
11,69,0,0,0,8,5,9,0
12,67,1,0,2,16,9,21,0
7,53,0,0,0,4,3,3,0
12,67,0,0,1,8,5,9,0
8,49,0,0,0,4,3,3,1
11,64,0,0,0,6,4,6,1
8,53,1,0,2,6,4,6,1
12,72,0,0,1,6,4,6,0
9,66,1,0,1,6,4,6,0
7,43,1,0,1,6,4,6,1
15,100,2,0,0,14,8,18,1
12,79,0,0,1,2,2,1,0
12,70,0,0,1,2,2,1,0
7,45,0,0,0,4,3,3,1
11,66,0,0,0,8,5,9,0
7,63,0,0,0,4,3,3,1
7,56,1,0,0,8,5,9,0
12,71,0,0,0,10,6,12,1
8,50,0,0,1,2,2,1,1
12,71,0,0,0,8,5,9,0
9,62,0,0,1,6,4,6,0
10,61,1,0,0,12,7,15,0
5,41,0,0,0,8,5,9,1
8,51,1,0,0,6,4,6,1
10,62,0,0,0,4,3,3,1
9,65,0,0,0,6,4,6,1
10,86,0,0,0,14,8,18,1
3,22,0,0,1,2,2,1,1
12,76,2,0,1,2,2,1,0
11,68,0,0,0,8,5,9,0
10,54,0,0,1,6,4,6,0
34,231,5,1,8,32,17,45,1
12,67,0,0,0,6,4,6,1
5,35,0,0,0,2,2,1,1
12,76,1,0,0,20,11,27,1
15,76,0,0,1,8,5,9,0
12,68,0,0,1,12,7,15,1
13,68,1,0,1,4,3,3,1
11,67,0,0,1,12,7,15,0
12,64,1,0,0,10,6,12,1
13,72,0,0,0,4,3,3,1
14,76,1,1,0,14,8,18,0
26,149,1,0,1,16,9,21,1
7,39,0,0,0,8,5,9,0
6,41,0,0,0,1,1,1,1
12,71,0,0,0,10,6,12,0
7,47,0,0,0,4,3,3,0
12,66,1,0,0,4,3,3,0
9,49,0,0,0,4,3,3,1
6,32,0,0,0,2,2,1,1
14,74,1,0,0,6,4,6,0
11,75,1,0,0,6,4,6,0
10,59,0,0,1,6,4,6,0
10,66,1,0,1,8,5,9,1
9,60,0,0,0,6,4,6,0
17,100,1,0,4,14,8,18,1
12,75,0,0,0,10,6,12,0
17,100,1,0,0,18,10,24,1
9,67,1,0,0,2,2,1,0
13,70,1,0,1,4,3,3,1
9,61,0,0,0,14,8,18,1
6,51,1,0,2,8,5,9,1
12,80,1,0,0,10,6,12,1
11,71,0,0,1,8,5,9,0
7,33,0,0,1,6,4,6,1
13,86,1,0,2,8,5,9,1
14,77,0,0,0,8,5,9,0
11,85,1,0,0,10,6,12,1
9,56,0,0,0,6,4,6,1
8,51,0,0,0,8,5,9,0
6,37,0,0,0,2,2,1,1
11,64,0,0,0,6,4,6,0
11,76,0,0,0,10,6,12,0
14,78,2,0,0,12,7,15,1
10,61,0,0,0,8,5,9,1
9,63,0,0,0,6,4,6,0
3,24,1,0,0,1,1,1,1
8,59,0,0,0,10,6,12,0
7,56,0,0,1,10,6,12,1
12,76,1,0,0,8,5,9,0
13,71,0,0,1,10,6,12,1
12,74,1,0,0,6,4,6,0
11,62,0,0,1,10,6,12,0
11,65,2,0,1,14,8,18,1
8,48,0,0,0,4,3,3,1
11,67,1,0,0,6,4,6,1
7,56,0,0,0,4,3,3,1
8,55,0,0,0,6,4,6,0
13,84,1,0,0,6,4,6,0
13,61,0,0,1,12,7,15,1
10,60,0,0,0,8,5,9,0
5,31,0,0,0,4,3,3,1
23,139,1,0,5,20,11,27,1
10,73,0,0,1,12,7,15,1
12,92,0,0,0,12,7,15,1
9,65,0,0,0,4,3,3,1
15,89,2,0,1,12,7,15,1
8,60,0,0,0,8,5,9,1
15,83,1,0,0,6,4,6,1
7,46,0,0,0,8,5,9,1
7,45,1,0,0,8,5,9,1
10,73,1,1,0,8,5,9,0
12,64,1,0,0,8,5,9,1
9,62,1,0,0,4,3,3,0
10,53,0,0,0,6,4,6,0
8,53,1,0,1,10,6,12,1
12,67,0,0,0,10,6,12,1
10,76,0,0,0,6,4,6,0
13,70,0,0,2,8,5,9,1
9,72,0,0,0,8,5,9,0
12,64,2,0,0,4,3,3,0
13,71,0,0,0,6,4,6,1
5,29,0,0,0,4,3,3,1
11,57,0,0,0,10,6,12,0
11,72,1,0,0,10,6,12,0
36,215,2,0,0,28,15,39,1
13,84,0,0,0,10,6,12,0
10,66,1,0,0,4,3,3,0
9,59,1,0,0,4,3,3,0
10,57,1,0,0,8,5,9,1
13,87,0,0,0,4,3,3,0
10,72,0,0,0,10,6,12,0
8,58,0,0,1,8,5,9,0
12,69,0,0,0,4,3,3,1
11,74,0,0,0,10,6,12,1
7,51,0,0,0,2,2,1,1
11,66,1,0,0,18,10,24,1
12,74,0,0,2,8,5,9,1
16,89,1,0,1,6,4,6,1
6,41,1,0,0,2,2,1,1
11,60,0,0,0,4,3,3,1
11,69,1,0,1,6,4,6,0
13,98,3,0,4,12,7,15,1
9,53,0,0,0,6,4,6,1
10,66,0,0,0,8,5,9,0
5,35,0,0,0,4,3,3,1
13,73,0,0,1,10,6,12,0
10,65,0,0,0,4,3,3,0
9,50,0,0,0,6,4,6,0
7,34,1,0,0,1,1,1,1
8,48,0,0,0,6,4,6,0
11,80,2,0,0,10,6,12,1
14,69,1,0,0,6,4,6,0
8,51,1,0,0,4,3,3,0
13,81,1,0,1,12,7,15,1
9,52,0,0,0,6,4,6,1
10,66,0,0,1,6,4,6,0
9,56,2,0,0,6,4,6,1
10,62,0,0,1,6,4,6,0
12,72,2,0,0,12,7,15,1
10,49,1,0,1,2,2,1,0
10,60,0,0,0,8,5,9,1
12,69,0,0,0,8,5,9,0
20,111,1,0,0,20,11,27,1
15,115,1,0,1,20,11,27,1
11,73,0,0,1,8,5,9,0
2,16,2,0,0,1,1,1,1
11,68,1,0,0,8,5,9,1
11,75,0,0,0,8,5,9,0
7,41,0,0,0,2,2,1,1
9,43,0,0,0,4,3,3,1
10,68,0,0,0,10,6,12,0
12,76,0,0,0,12,7,15,0
13,80,0,0,0,8,5,9,1
7,44,0,0,0,4,3,3,1
11,81,0,0,0,14,8,18,1
19,114,0,0,1,16,9,21,1
10,50,0,0,0,2,2,1,0
8,64,0,0,0,8,5,9,0
12,76,0,0,0,8,5,9,0
12,78,0,0,1,8,5,9,0
14,97,2,0,0,16,9,21,0
10,63,0,0,0,4,3,3,1
23,141,3,0,1,16,9,21,1
11,73,0,0,1,12,7,15,0
12,78,0,0,0,4,3,3,0
13,71,0,0,2,8,5,9,0
9,74,0,0,0,10,6,12,1
13,75,0,0,0,8,5,9,1
8,48,0,0,1,4,3,3,1
9,49,0,0,1,4,3,3,1
12,75,0,0,0,6,4,6,1
13,80,2,0,2,8,5,9,1
10,66,1,0,0,6,4,6,1
6,37,0,0,1,4,3,3,0
13,96,2,0,1,18,10,24,1
17,95,0,0,0,12,7,15,1
11,67,0,0,0,18,10,24,0
10,75,1,1,0,8,5,9,0
16,94,0,0,0,10,6,12,1
10,59,0,0,2,6,4,6,0
7,38,0,0,0,2,2,1,1
6,34,0,0,0,4,3,3,0
10,66,2,0,0,12,7,15,0
3,20,0,0,0,1,1,1,1
5,36,0,0,0,8,5,9,1
8,48,1,0,1,2,2,1,0
8,64,0,0,0,12,7,15,0
12,74,2,0,0,10,6,12,1
12,59,1,0,0,2,2,1,0
11,60,0,0,0,8,5,9,0
17,105,0,0,0,6,4,6,1
14,97,2,0,1,20,11,27,1
11,55,1,0,0,10,6,12,1
11,77,0,0,0,10,6,12,0
18,105,1,0,3,10,6,12,1
8,49,0,0,0,4,3,3,1
11,68,0,0,1,8,5,9,0
15,98,1,0,0,10,6,12,1
11,57,0,0,2,10,6,12,0
8,58,0,0,0,8,5,9,1
10,60,0,0,0,8,5,9,0
10,63,0,0,0,4,3,3,0
11,65,1,0,0,10,6,12,0
11,78,0,0,0,2,2,1,1
14,72,0,0,0,6,4,6,0
9,45,0,0,0,4,3,3,1
11,69,1,0,0,10,6,12,0
14,95,0,0,0,12,7,15,1
10,72,0,0,0,8,5,9,0
14,77,3,0,0,6,4,6,1
6,42,0,0,0,1,1,1,1
12,67,0,0,0,10,6,12,0
10,63,0,0,0,8,5,9,1
9,49,0,0,1,6,4,6,1
14,74,0,1,0,6,4,6,1
13,80,1,0,1,8,5,9,0
5,37,0,0,1,6,4,6,1
11,73,1,0,0,10,6,12,1
13,79,1,0,0,12,7,15,0
8,49,0,0,0,8,5,9,1
11,95,2,0,0,14,8,18,1
11,71,1,0,1,4,3,3,1
19,115,0,0,1,18,10,24,1
9,61,1,0,0,6,4,6,0
13,73,2,0,0,8,5,9,1
10,76,0,0,0,12,7,15,0
18,100,2,1,0,14,8,18,0
13,76,0,0,0,8,5,9,0
12,66,1,0,0,4,3,3,1
17,108,1,0,0,18,10,24,1
6,38,0,0,0,4,3,3,1
15,118,5,1,3,10,6,12,1
6,33,0,0,0,2,2,1,1
10,62,0,0,0,4,3,3,1
12,77,0,0,0,12,7,15,0
13,82,2,0,1,12,7,15,1
8,63,0,0,0,6,4,6,1
10,74,0,0,0,8,5,9,0
21,130,2,0,1,22,12,30,1
15,94,1,0,0,10,6,12,1
7,60,2,0,1,14,8,18,1
9,50,1,0,0,14,8,18,1
14,79,0,0,0,12,7,15,1
11,65,0,0,2,12,7,15,0
6,49,0,0,0,10,6,12,1
9,51,0,0,2,6,4,6,1
12,64,1,0,0,10,6,12,0
12,76,1,0,0,6,4,6,0
10,61,1,0,0,4,3,3,1
12,89,0,0,0,20,11,27,1
11,60,0,0,1,10,6,12,1
10,59,0,0,0,6,4,6,0
11,70,0,0,0,10,6,12,0
12,76,0,0,0,8,5,9,0
18,119,0,0,1,8,5,9,1
9,55,2,0,0,4,3,3,1
6,41,0,0,1,6,4,6,1
13,97,2,0,1,10,6,12,1
9,58,0,0,1,12,7,15,1
11,75,0,0,0,10,6,12,0
11,74,0,0,1,12,7,15,1
12,76,0,0,2,2,2,1,1
15,86,1,0,0,8,5,9,0
10,66,1,0,1,10,6,12,1
10,76,1,0,1,10,6,12,1
10,61,0,0,1,8,5,9,1
11,63,1,0,0,2,2,1,0
10,48,0,0,1,4,3,3,1
10,57,0,0,0,10,6,12,1
10,72,0,0,0,8,5,9,0
14,100,0,0,0,20,11,27,1
15,67,1,0,0,4,3,3,0
11,77,2,0,1,12,7,15,1
9,47,0,0,0,1,1,1,1
8,56,0,0,1,4,3,3,1
17,100,3,0,5,14,8,18,1
11,55,0,0,0,10,6,12,0
11,60,1,0,0,8,5,9,0
13,86,0,0,4,14,8,18,1
7,41,0,0,0,8,5,9,1
11,53,1,0,0,2,2,1,0
18,103,2,0,0,4,3,3,1
3,14,0,0,0,2,2,1,1
17,89,0,0,3,10,6,12,0
11,77,0,0,0,8,5,9,1
9,68,0,0,2,10,6,12,1
9,62,1,0,0,8,5,9,0
12,70,0,0,0,10,6,12,0
15,86,1,0,0,12,7,15,1
6,37,0,0,0,4,3,3,0
12,70,1,0,0,4,3,3,1
13,73,0,0,0,6,4,6,0
8,63,0,0,0,8,5,9,1
9,60,0,0,2,12,7,15,1
5,37,0,0,1,2,2,1,1
13,79,0,0,0,8,5,9,0
9,60,0,0,0,8,5,9,0
9,63,0,0,0,6,4,6,0
8,62,0,0,0,4,3,3,1
7,43,0,0,0,2,2,1,1
11,75,1,0,0,6,4,6,0
7,63,0,0,0,8,5,9,0
10,61,0,0,0,8,5,9,0
5,35,0,0,0,4,3,3,1
9,56,0,0,0,8,5,9,1
12,68,0,0,0,8,5,9,0
10,61,0,0,0,6,4,6,1
13,67,0,0,0,12,7,15,0
9,63,0,0,0,8,5,9,1
6,34,0,0,0,2,2,1,1
5,33,0,0,0,2,2,1,1
10,59,0,0,1,10,6,12,0
14,96,1,0,14,20,11,27,1
9,58,0,0,1,10,6,12,0
20,109,1,0,0,12,7,15,1
5,34,1,0,0,8,5,9,1
13,79,1,0,0,4,3,3,0
9,55,1,0,0,10,6,12,1
8,40,3,0,0,6,4,6,1
14,86,0,0,0,6,4,6,1
9,67,0,0,1,12,7,15,1
8,56,0,0,1,2,2,1,1
12,72,0,0,0,10,6,12,0
10,67,0,0,1,6,4,6,1
19,92,1,1,0,10,6,12,0
16,77,1,0,1,8,5,9,0
15,100,1,0,0,4,3,3,1
13,70,0,0,1,12,7,15,1
17,82,0,0,0,6,4,6,0
10,71,0,0,0,16,9,21,1
5,40,1,0,0,4,3,3,0
12,66,0,0,0,10,6,12,1
6,48,2,0,0,6,4,6,1
10,70,1,0,3,8,5,9,1
12,74,1,0,1,12,7,15,0
5,23,1,0,0,2,2,1,1
10,67,0,0,0,16,9,21,1
10,79,1,0,3,14,8,18,1
11,69,2,0,0,16,9,21,0
10,54,0,0,0,4,3,3,1
12,68,0,0,0,6,4,6,1
10,63,0,0,0,6,4,6,0
7,38,0,0,0,6,4,6,1
13,69,1,0,0,8,5,9,1
13,73,1,0,0,6,4,6,0
6,31,0,0,0,1,1,1,1
19,103,2,0,1,12,7,15,1
11,67,0,0,0,10,6,12,0
6,26,0,0,0,2,2,1,1
9,49,0,0,0,4,3,3,1
15,87,1,0,6,10,6,12,1
9,71,0,0,0,8,5,9,1
9,57,3,0,0,6,4,6,0
12,72,3,0,2,2,2,1,1
13,62,0,0,0,4,3,3,1
21,122,2,0,0,16,9,21,1
11,61,1,0,0,4,3,3,1
14,85,1,0,1,16,9,21,1
9,56,0,0,0,6,4,6,1
12,64,1,0,0,8,5,9,1
9,71,2,0,1,4,3,3,1
13,85,0,0,0,4,3,3,1
8,46,1,0,0,10,6,12,1
11,79,1,0,0,8,5,9,0
10,65,0,0,0,4,3,3,1
10,53,0,0,0,6,4,6,1
7,51,0,0,0,4,3,3,0
18,116,1,0,1,24,13,33,1
11,69,0,0,0,6,4,6,1
8,52,0,0,0,10,6,12,0
8,63,0,0,1,2,2,1,1
10,71,1,0,0,12,7,15,0
11,71,0,0,0,4,3,3,0
15,75,0,0,0,8,5,9,1
10,68,0,0,1,10,6,12,0
10,71,1,0,0,6,4,6,1
10,74,1,0,1,8,5,9,1
12,53,0,0,0,8,5,9,1
13,73,1,0,0,12,7,15,0
9,60,0,0,0,2,2,1,0
6,55,0,0,0,6,4,6,0
11,68,1,0,0,12,7,15,0
8,56,0,0,0,6,4,6,1
11,62,0,0,0,1,1,1,0
10,69,1,0,0,8,5,9,1
4,23,0,0,0,1,1,1,1
10,63,1,0,0,8,5,9,0
5,31,0,0,0,1,1,1,1
10,62,0,0,0,2,2,1,1
3,23,0,0,0,1,1,1,0
13,72,0,0,0,10,6,12,0
11,62,0,0,1,6,4,6,1
11,69,1,0,0,6,4,6,0
11,72,1,0,1,8,5,9,0
8,69,0,0,0,8,5,9,0
5,29,0,0,0,2,2,1,1
8,51,1,0,4,4,3,3,1
10,52,1,0,0,6,4,6,1
10,65,0,0,0,8,5,9,0
11,57,0,0,0,6,4,6,1
7,44,0,0,0,8,5,9,1
4,40,1,0,0,4,3,3,1
7,41,2,0,0,4,3,3,1
13,71,1,0,0,6,4,6,1
12,70,0,0,0,10,6,12,0
14,76,0,0,0,8,5,9,1
15,118,0,0,0,14,8,18,1
9,61,0,0,0,12,7,15,0
11,65,0,0,0,10,6,12,0
9,48,1,0,9,4,3,3,1
9,52,0,0,0,6,4,6,0
8,53,0,0,0,8,5,9,0
10,66,0,0,0,8,5,9,0
9,65,0,0,0,4,3,3,1
11,67,0,0,0,6,4,6,0
7,39,0,0,0,2,2,1,1
9,52,0,0,0,6,4,6,1
10,67,1,0,0,6,4,6,1
9,48,1,0,1,12,7,15,1
10,53,0,0,1,2,2,1,1
6,48,2,0,0,10,6,12,1
9,60,0,0,1,1,1,1,1
7,39,0,0,0,4,3,3,0
12,66,0,0,1,8,5,9,0
13,70,2,0,3,6,4,6,1
4,22,0,0,0,1,1,1,1
10,81,0,0,0,6,4,6,1
7,48,0,0,0,6,4,6,1
4,17,0,0,1,2,2,1,1
5,28,0,0,5,1,1,1,1
9,56,0,0,0,4,3,3,1
13,92,0,0,0,8,5,9,1
8,56,1,0,0,6,4,6,1
7,45,2,0,0,6,4,6,1
18,103,0,0,0,12,7,15,1
9,67,1,0,1,8,5,9,1
12,68,0,0,0,8,5,9,0
8,52,0,0,1,4,3,3,1
7,50,1,0,0,6,4,6,1
13,83,1,0,0,14,8,18,0
12,71,0,0,0,10,6,12,1
15,104,1,0,1,12,7,15,0
11,71,0,0,1,4,3,3,1
